Site,Plot,plot.number,Species,Tag,Date,pd_md,water_potential_mpa
NA,NA,NA,NA,2088,9/12/2022,pre-dawn,1.86
NA,NA,NA,NA,2088,9/12/2022,pre-dawn,0.796
NA,NA,NA,NA,2088,9/12/2022,pre-dawn,1.46
NA,NA,NA,NA,2006,9/12/2022,pre-dawn,3.43
NA,NA,NA,NA,2006,9/12/2022,pre-dawn,1.6
NA,NA,NA,NA,2006,9/12/2022,pre-dawn,1.43
NA,NA,NA,NA,2006,9/12/2022,pre-dawn,1.72
NA,NA,NA,NA,2093,9/12/2022,pre-dawn,0.36
NA,NA,NA,NA,2093,9/12/2022,pre-dawn,0.72
NA,NA,NA,NA,2093,9/12/2022,pre-dawn,1.13
NA,NA,NA,NA,2093,9/12/2022,pre-dawn,0.88
NA,NA,NA,NA,2343,9/12/2022,pre-dawn,2.64
NA,NA,NA,NA,2343,9/12/2022,pre-dawn,2.39
NA,NA,NA,NA,2343,9/12/2022,pre-dawn,2.73
NA,NA,NA,NA,2343,9/12/2022,pre-dawn,2.1
NA,NA,NA,NA,2343,9/12/2022,pre-dawn,2.225
NA,NA,NA,NA,2343,9/12/2022,pre-dawn,2.25
NA,NA,NA,NA,2384,9/12/2022,pre-dawn,1.98
NA,NA,NA,NA,2384,9/12/2022,pre-dawn,2.67
NA,NA,NA,NA,2384,9/12/2022,pre-dawn,2.046
NA,NA,NA,NA,2027,9/12/2022,pre-dawn,3.067
NA,NA,NA,NA,2027,9/12/2022,pre-dawn,2.67
NA,NA,NA,NA,2027,9/12/2022,pre-dawn,2.884
NA,NA,NA,NA,2087,9/12/2022,pre-dawn,1.1
NA,NA,NA,NA,2087,9/12/2022,pre-dawn,1.75
NA,NA,NA,NA,2087,9/12/2022,pre-dawn,2.5
NA,NA,NA,NA,2087,9/12/2022,pre-dawn,2
NA,NA,NA,NA,2087,9/12/2022,pre-dawn,1.5
NA,NA,NA,NA,2020,9/12/2022,pre-dawn,2.063
NA,NA,NA,NA,2020,9/12/2022,pre-dawn,2.167
NA,NA,NA,NA,2020,9/12/2022,pre-dawn,2.09
NA,NA,NA,NA,2086,9/12/2022,pre-dawn,1.19
NA,NA,NA,NA,2086,9/12/2022,pre-dawn,1.45
NA,NA,NA,NA,2086,9/12/2022,pre-dawn,1.29
NA,NA,NA,NA,2369,9/12/2022,pre-dawn,1.37
NA,NA,NA,NA,2369,9/12/2022,pre-dawn,2.3
NA,NA,NA,NA,2369,9/12/2022,pre-dawn,2.57
NA,NA,NA,NA,2369,9/12/2022,pre-dawn,2.6
NA,NA,NA,NA,2011,9/12/2022,pre-dawn,1.32
NA,NA,NA,NA,2011,9/12/2022,pre-dawn,1.6
NA,NA,NA,NA,2011,9/12/2022,pre-dawn,1.75
NA,NA,NA,NA,2011,9/12/2022,pre-dawn,1.61
NA,NA,NA,NA,2381,9/12/2022,pre-dawn,1.36
NA,NA,NA,NA,2381,9/12/2022,pre-dawn,1.11
NA,NA,NA,NA,2381,9/12/2022,pre-dawn,0.76
NA,NA,NA,NA,2381,9/12/2022,pre-dawn,1.7
NA,NA,NA,NA,2028,9/12/2022,pre-dawn,2.48
NA,NA,NA,NA,2028,9/12/2022,pre-dawn,2.285
NA,NA,NA,NA,2028,9/12/2022,pre-dawn,2.312
NA,NA,NA,NA,LL ARCA ,9/12/2022,pre-dawn,5.865
NA,NA,NA,NA,LL ARCA ,9/12/2022,pre-dawn,6.2
NA,NA,NA,NA,LL ARCA ,9/12/2022,pre-dawn,5.89
NA,NA,NA,NA,2347,9/12/2022,pre-dawn,2.75
NA,NA,NA,NA,2347,9/12/2022,pre-dawn,2.62
NA,NA,NA,NA,2347,9/12/2022,pre-dawn,2.5
NA,NA,NA,NA,2030,9/12/2022,pre-dawn,1.75
NA,NA,NA,NA,2030,9/12/2022,pre-dawn,2.2
NA,NA,NA,NA,2030,9/12/2022,pre-dawn,2.05
NA,NA,NA,NA,2382,9/12/2022,pre-dawn,2.2
NA,NA,NA,NA,2382,9/12/2022,pre-dawn,2.5
NA,NA,NA,NA,2382,9/12/2022,pre-dawn,2.25
NA,NA,NA,NA,2365,9/12/2022,pre-dawn,2.4
NA,NA,NA,NA,2365,9/12/2022,pre-dawn,2.5
NA,NA,NA,NA,2365,9/12/2022,pre-dawn,2.55
NA,NA,NA,NA,2346,9/12/2022,pre-dawn,2.7
NA,NA,NA,NA,2346,9/12/2022,pre-dawn,3.3
NA,NA,NA,NA,2346,9/12/2022,pre-dawn,3.2
NA,NA,NA,NA,LL LEU,9/12/2022,pre-dawn,6.05
NA,NA,NA,NA,LL LEU,9/12/2022,pre-dawn,5.2
NA,NA,NA,NA,LL LEU,9/12/2022,pre-dawn,5.9
NA,NA,NA,NA,Chamise ARCA  ,9/12/2022,pre-dawn,4.8
NA,NA,NA,NA,Chamise ARCA  ,9/12/2022,pre-dawn,3.5
NA,NA,NA,NA,Chamise ARCA  ,9/12/2022,pre-dawn,5.85
NA,NA,NA,NA,Chamise ARCA  ,9/12/2022,pre-dawn,6.1
NA,NA,NA,NA,2022,9/12/2022,pre-dawn,1.57
NA,NA,NA,NA,2022,9/12/2022,pre-dawn,1.56
NA,NA,NA,NA,2022,9/12/2022,pre-dawn,1.19
NA,NA,NA,NA,2380,9/12/2022,pre-dawn,0.79
NA,NA,NA,NA,2380,9/12/2022,pre-dawn,0.95
NA,NA,NA,NA,2380,9/12/2022,pre-dawn,0.763
NA,NA,NA,NA,2379,9/12/2022,pre-dawn,1.78
NA,NA,NA,NA,2379,9/12/2022,pre-dawn,1.77
NA,NA,NA,NA,2379,9/12/2022,pre-dawn,1.54
NA,NA,NA,NA,2023,9/12/2022,pre-dawn,1.098
NA,NA,NA,NA,2023,9/12/2022,pre-dawn,1.77
NA,NA,NA,NA,2023,9/12/2022,pre-dawn,1.598
NA,NA,NA,NA,2023,9/12/2022,pre-dawn,1.732
NA,NA,NA,NA,CUCU LEU,9/12/2022,pre-dawn,6.35
NA,NA,NA,NA,CUCU LEU,9/12/2022,pre-dawn,3.2
NA,NA,NA,NA,CUCU LEU,9/12/2022,pre-dawn,4.76
NA,NA,NA,NA,CUCU LEU,9/12/2022,pre-dawn,2.08
NA,NA,NA,NA,CUCU ARCA,9/12/2022,pre-dawn,2.9
NA,NA,NA,NA,CUCU ARCA,9/12/2022,pre-dawn,5.5
NA,NA,NA,NA,CUCU ARCA,9/12/2022,pre-dawn,3.41
NA,NA,NA,NA,CUCU ARCA,9/12/2022,pre-dawn,3.43
NA,NA,NA,NA,CUCU ARCA,9/12/2022,pre-dawn,3.54
NA,NA,NA,NA,2093,9/15/2022,midday,2.531
NA,NA,NA,NA,2093,9/15/2022,midday,1.652
NA,NA,NA,NA,2093,9/15/2022,midday,2.327
NA,NA,NA,NA,2093,9/15/2022,midday,2.315
NA,NA,NA,NA,2089,9/15/2022,midday,4.801
NA,NA,NA,NA,2089,9/15/2022,midday,4.399
NA,NA,NA,NA,2089,9/15/2022,midday,2.684
NA,NA,NA,NA,2089,9/15/2022,midday,2.641
NA,NA,NA,NA,2089,9/15/2022,midday,3.238
NA,NA,NA,NA,2089,9/15/2022,midday,2.813
NA,NA,NA,NA,2380,9/15/2022,midday,3.7
NA,NA,NA,NA,2380,9/15/2022,midday,4.647
NA,NA,NA,NA,2380,9/15/2022,midday,2.578
NA,NA,NA,NA,2380,9/15/2022,midday,2.572
NA,NA,NA,NA,2380,9/15/2022,midday,3.983
NA,NA,NA,NA,2377,9/15/2022,midday,2.954
NA,NA,NA,NA,2377,9/15/2022,midday,2.208
NA,NA,NA,NA,2377,9/15/2022,midday,2.481
NA,NA,NA,NA,2091,9/15/2022,midday,3.367
NA,NA,NA,NA,2091,9/15/2022,midday,2.182
NA,NA,NA,NA,2091,9/15/2022,midday,3.231
NA,NA,NA,NA,2091,9/15/2022,midday,2.999
NA,NA,NA,NA,2092,9/15/2022,midday,2.001
NA,NA,NA,NA,2092,9/15/2022,midday,3.612
NA,NA,NA,NA,2092,9/15/2022,midday,2.81
NA,NA,NA,NA,2092,9/15/2022,midday,3.672
NA,NA,NA,NA,2092,9/15/2022,midday,3.317
NA,NA,NA,NA,ARCA - LL,9/15/2022,midday,7.412
NA,NA,NA,NA,ARCA - LL,9/15/2022,midday,6.402
NA,NA,NA,NA,ARCA - LL,9/15/2022,midday,7.088
NA,NA,NA,NA,LEU - LL,9/15/2022,midday,7.482
NA,NA,NA,NA,LEU - LL,9/15/2022,midday,8.001
NA,NA,NA,NA,2383,9/15/2022,midday,3.421
NA,NA,NA,NA,2383,9/15/2022,midday,4.501
NA,NA,NA,NA,2383,9/15/2022,midday,4.581
NA,NA,NA,NA,2087,9/15/2022,midday,3.762
NA,NA,NA,NA,2087,9/15/2022,midday,3.292
NA,NA,NA,NA,2087,9/15/2022,midday,4.128
NA,NA,NA,NA,2378,9/15/2022,midday,4.299
NA,NA,NA,NA,2378,9/15/2022,midday,4.335
NA,NA,NA,NA,?,9/15/2022,midday,3.773
NA,NA,NA,NA,?,9/15/2022,midday,3.774
NA,NA,NA,NA,2011,9/15/2022,midday,3.721
NA,NA,NA,NA,2011,9/15/2022,midday,3.951
NA,NA,NA,NA,2379,9/15/2022,midday,4.782
NA,NA,NA,NA,2379,9/15/2022,midday,5.301
NA,NA,NA,NA,2379,9/15/2022,midday,4.529
NA,NA,NA,NA,2085,9/15/2022,midday,3.479
NA,NA,NA,NA,2085,9/15/2022,midday,3.633
NA,NA,NA,NA,2381,9/15/2022,midday,4.801
NA,NA,NA,NA,2381,9/15/2022,midday,5
NA,NA,NA,NA,2381,9/15/2022,midday,4.421
NA,NA,NA,NA,2086,9/15/2022,midday,4.381
NA,NA,NA,NA,2086,9/15/2022,midday,4.376
NA,NA,NA,NA,2013,9/16/2022,pre-dawn,2.029
NA,NA,NA,NA,2013,9/16/2022,pre-dawn,2.032
NA,NA,NA,NA,2012,9/16/2022,pre-dawn,2.471
NA,NA,NA,NA,2012,9/16/2022,pre-dawn,2.336
NA,NA,NA,NA,2015,9/16/2022,pre-dawn,1.882
NA,NA,NA,NA,2015,9/16/2022,pre-dawn,2.007
NA,NA,NA,NA,2015,9/16/2022,pre-dawn,1.604
NA,NA,NA,NA,2015,9/16/2022,pre-dawn,1.894
NA,NA,NA,NA,1478,9/16/2022,pre-dawn,1.723
NA,NA,NA,NA,1478,9/16/2022,pre-dawn,1.667
NA,NA,NA,NA,2007,9/16/2022,pre-dawn,1.037
NA,NA,NA,NA,2007,9/16/2022,pre-dawn,1.108
NA,NA,NA,NA,2006,9/16/2022,pre-dawn,1.602
NA,NA,NA,NA,2006,9/16/2022,pre-dawn,1.664
NA,NA,NA,NA,2093,9/16/2022,pre-dawn,1.72
NA,NA,NA,NA,2093,9/16/2022,pre-dawn,1.831
NA,NA,NA,NA,2093,9/16/2022,pre-dawn,1.921
NA,NA,NA,NA,2085,9/16/2022,pre-dawn,2.302
NA,NA,NA,NA,2085,9/16/2022,pre-dawn,2.04
NA,NA,NA,NA,2085,9/16/2022,pre-dawn,2.415
NA,NA,NA,NA,2086,9/16/2022,pre-dawn,2.694
NA,NA,NA,NA,2086,9/16/2022,pre-dawn,2.7
NA,NA,NA,NA,2004,9/16/2022,pre-dawn,1.469
NA,NA,NA,NA,2004,9/16/2022,pre-dawn,1.524
NA,NA,NA,NA,2090,9/16/2022,pre-dawn,2.223
NA,NA,NA,NA,2090,9/16/2022,pre-dawn,2.7
NA,NA,NA,NA,2090,9/16/2022,pre-dawn,2.362
NA,NA,NA,NA,2092,9/16/2022,pre-dawn,1.382
NA,NA,NA,NA,2092,9/16/2022,pre-dawn,1.479
NA,NA,NA,NA,2093,9/16/2022,pre-dawn,1.261
NA,NA,NA,NA,2093,9/16/2022,pre-dawn,1.168
NA,NA,NA,NA,2088,9/16/2022,pre-dawn,2.329
NA,NA,NA,NA,2088,9/16/2022,pre-dawn,2.395
NA,NA,NA,NA,2089,9/16/2022,pre-dawn,1.547
NA,NA,NA,NA,2089,9/16/2022,pre-dawn,1.412
NA,NA,NA,NA,2091,9/16/2022,pre-dawn,0.892
NA,NA,NA,NA,2091,9/16/2022,pre-dawn,0.664
NA,NA,NA,NA,2091,9/16/2022,pre-dawn,0.56
NA,NA,NA,NA,2087,9/16/2022,pre-dawn,1.693
NA,NA,NA,NA,2087,9/16/2022,pre-dawn,1.781
NA,NA,NA,NA,2375,9/16/2022,midday,4.2
NA,NA,NA,NA,2375,9/16/2022,midday,3.706
NA,NA,NA,NA,2375,9/16/2022,midday,4.057
NA,NA,NA,NA,2371,9/16/2022,midday,3.757
NA,NA,NA,NA,2371,9/16/2022,midday,4.546
NA,NA,NA,NA,2371,9/16/2022,midday,4.028
NA,NA,NA,NA,2371,9/16/2022,midday,3.164
NA,NA,NA,NA,2027,9/16/2022,midday,4.283
NA,NA,NA,NA,2027,9/16/2022,midday,4.329
NA,NA,NA,NA,2025,9/16/2022,midday,3.829
NA,NA,NA,NA,2025,9/16/2022,midday,3.468
NA,NA,NA,NA,2025,9/16/2022,midday,3.677
NA,NA,NA,NA,2024,9/16/2022,midday,4.031
NA,NA,NA,NA,2024,9/16/2022,midday,3.652
NA,NA,NA,NA,2024,9/16/2022,midday,4.103
NA,NA,NA,NA,2020,9/16/2022,midday,2.586
NA,NA,NA,NA,2020,9/16/2022,midday,2.943
NA,NA,NA,NA,2020,9/16/2022,midday,2.4
NA,NA,NA,NA,2028,9/16/2022,midday,4.026
NA,NA,NA,NA,2028,9/16/2022,midday,3.408
NA,NA,NA,NA,2028,9/16/2022,midday,3.927
NA,NA,NA,NA,2331,9/16/2022,midday,4.32
NA,NA,NA,NA,2331,9/16/2022,midday,4.245
NA,NA,NA,NA,2370,9/16/2022,midday,3.821
NA,NA,NA,NA,2370,9/16/2022,midday,4.189
NA,NA,NA,NA,2005,9/16/2022,midday,3.514
NA,NA,NA,NA,2005,9/16/2022,midday,3.641
NA,NA,NA,NA,2015,9/16/2022,midday,4.587
NA,NA,NA,NA,2015,9/16/2022,midday,4.3
NA,NA,NA,NA,2352,9/16/2022,midday,4.943
NA,NA,NA,NA,2352,9/16/2022,midday,5.123
NA,NA,NA,NA,2006,9/16/2022,midday,2.571
NA,NA,NA,NA,2006,9/16/2022,midday,2.561
NA,NA,NA,NA,LEU- CUCU,9/16/2022,midday,6.5
NA,NA,NA,NA,LEU- CUCU,9/16/2022,midday,6.5
NA,NA,NA,NA,ARCA - CUCU,9/16/2022,midday,6.488
NA,NA,NA,NA,ARCA - CUCU,9/16/2022,midday,6.44
NA,NA,NA,NA,2004,9/16/2022,midday,3.707
NA,NA,NA,NA,2004,9/16/2022,midday,3.325
NA,NA,NA,NA,2004,9/16/2022,midday,3.739
NA,NA,NA,NA,2007,9/16/2022,midday,3.512
NA,NA,NA,NA,2007,9/16/2022,midday,3.331
NA,NA,NA,NA,2012,9/16/2022,midday,4.242
NA,NA,NA,NA,2012,9/16/2022,midday,4.105
NA,NA,NA,NA,1478,9/16/2022,midday,4.371
NA,NA,NA,NA,1478,9/16/2022,midday,3.742
NA,NA,NA,NA,1478,9/16/2022,midday,4.106
NA,NA,NA,NA,2014,9/16/2022,midday,3.478
NA,NA,NA,NA,2014,9/16/2022,midday,3.693
NA,NA,NA,NA,2014,9/16/2022,midday,3.747
NA,NA,NA,NA,2026,9/16/2022,midday,4.137
NA,NA,NA,NA,2026,9/16/2022,midday,4.241
NA,NA,NA,NA,2347,9/16/2022,midday,3.426
NA,NA,NA,NA,2347,9/16/2022,midday,3.679
NA,NA,NA,NA,2301,9/16/2022,midday,5.545
NA,NA,NA,NA,2301,9/16/2022,midday,4.347
NA,NA,NA,NA,2031,9/16/2022,midday,3.256
NA,NA,NA,NA,2031,9/16/2022,midday,3.921
NA,NA,NA,NA,2031,9/16/2022,midday,3.418
NA,NA,NA,NA,2372,9/16/2022,midday,4.069
NA,NA,NA,NA,2372,9/16/2022,midday,2.997
NA,NA,NA,NA,2345,9/16/2022,midday,3.614
NA,NA,NA,NA,2345,9/16/2022,midday,3.642
NA,NA,NA,NA,2345,9/16/2022,midday,3.285
NA,NA,NA,NA,2354,9/16/2022,midday,4.501
NA,NA,NA,NA,2354,9/16/2022,midday,4.365
NA,NA,NA,NA,2365,9/16/2022,midday,4.251
NA,NA,NA,NA,2365,9/16/2022,midday,4.365
NA,NA,NA,NA,2343,9/16/2022,midday,3.022
NA,NA,NA,NA,2343,9/16/2022,midday,2.956
NA,NA,NA,NA,2029,9/16/2022,midday,3.11
NA,NA,NA,NA,2029,9/16/2022,midday,3.103
NA,NA,NA,NA,2376,9/16/2022,midday,3.09
NA,NA,NA,NA,2376,9/16/2022,midday,3.08
LL,MiddleEarth,AT001,live oak,2352,8/18/2022,pre-dawn,3.458
LL,MiddleEarth,AT001,live oak,2352,8/18/2022,pre-dawn,2.9
LL,MiddleEarth,AT001,live oak,2352,8/18/2022,pre-dawn,3.293
LL,MiddleEarth,AT001,live oak,2352,8/18/2022,pre-dawn,3.382
LL,MiddleEarth,AT001,live oak,2352,8/18/2022,midday,4.06
LL,MiddleEarth,AT001,live oak,2352,8/18/2022,midday,4.482
LL,MiddleEarth,AT001,live oak,2352,8/18/2022,midday,4.061
LL,MiddleEarth,AT001,live oak,2354,8/18/2022,pre-dawn,2.342
LL,MiddleEarth,AT001,live oak,2354,8/18/2022,pre-dawn,2.475
LL,MiddleEarth,AT001,live oak,2354,8/18/2022,pre-dawn,2.448
LL,MiddleEarth,AT001,live oak,2354,8/18/2022,midday,3.578
LL,MiddleEarth,AT001,live oak,2354,8/18/2022,midday,3.316
LL,MiddleEarth,AT001,live oak,2354,8/18/2022,midday,3.601
LL,MiddleEarth,AT001,blue oak,2360,8/18/2022,pre-dawn,3.878
LL,MiddleEarth,AT001,blue oak,2360,8/18/2022,pre-dawn,3.913
LL,MiddleEarth,AT001,blue oak,2360,8/18/2022,midday,5.127
LL,MiddleEarth,AT001,blue oak,2360,8/18/2022,midday,4.848
LL,MiddleEarth,AT001,blue oak,2360,8/18/2022,midday,4.664
LL,MiddleEarth,AT001,blue oak,2360,8/18/2022,midday,4.884
LL,MiddleEarth,AT001,blue oak,2365,8/18/2022,pre-dawn,3.738
LL,MiddleEarth,AT001,blue oak,2365,8/18/2022,pre-dawn,3.902
LL,MiddleEarth,AT001,blue oak,2365,8/18/2022,midday,5.207
LL,MiddleEarth,AT001,blue oak,2365,8/18/2022,midday,5.128
LL,MiddleEarth,AT001,blue oak,2367,8/18/2022,pre-dawn,3.659
LL,MiddleEarth,AT001,blue oak,2367,8/18/2022,pre-dawn,3.458
LL,MiddleEarth,AT001,blue oak,2367,8/18/2022,pre-dawn,3.404
LL,MiddleEarth,AT001,blue oak,2367,8/18/2022,midday,5.27
LL,MiddleEarth,AT001,blue oak,2367,8/18/2022,midday,5.267
LL,MiddleEarth,AT001,blue oak,2369,8/18/2022,pre-dawn,3.302
LL,MiddleEarth,AT001,blue oak,2369,8/18/2022,pre-dawn,3.326
LL,MiddleEarth,AT001,blue oak,2369,8/18/2022,midday,4.923
LL,MiddleEarth,AT001,blue oak,2369,8/18/2022,midday,4.929
LL,MiddleEarth,near AT001,live oak,2376,8/18/2022,pre-dawn,3.042
LL,MiddleEarth,near AT001,live oak,2376,8/18/2022,pre-dawn,2.378
LL,MiddleEarth,near AT001,live oak,2376,8/18/2022,pre-dawn,2.137
LL,MiddleEarth,near AT001,live oak,2376,8/18/2022,midday,3.981
LL,MiddleEarth,near AT001,live oak,2376,8/18/2022,midday,3.502
LL,MiddleEarth,near AT001,live oak,2376,8/18/2022,midday,3.802
LL,MiddleEarth,near AT001,live oak,2377,8/18/2022,pre-dawn,1.309
LL,MiddleEarth,near AT001,live oak,2377,8/18/2022,pre-dawn,1.412
LL,MiddleEarth,near AT001,live oak,2377,8/18/2022,pre-dawn,1.539
LL,MiddleEarth,near AT001,live oak,2377,8/18/2022,midday,4.051
LL,MiddleEarth,near AT001,live oak,2377,8/18/2022,midday,4.006
LL,MiddleEarth,near AT001,blue oak,2378,8/18/2022,pre-dawn,3.075
LL,MiddleEarth,near AT001,blue oak,2378,8/18/2022,pre-dawn,3.068
LL,MiddleEarth,near AT001,blue oak,2378,8/18/2022,midday,4.03
LL,MiddleEarth,near AT001,blue oak,2378,8/18/2022,midday,3.902
LL,MiddleEarth,near AT001,blue oak,2378,8/18/2022,midday,3.906
LL,MiddleEarth,near AT001,blue oak,2379,8/18/2022,pre-dawn,2.968
LL,MiddleEarth,near AT001,blue oak,2379,8/18/2022,pre-dawn,2.996
LL,MiddleEarth,near AT001,blue oak,2379,8/18/2022,midday,4.329
LL,MiddleEarth,near AT001,blue oak,2379,8/18/2022,midday,4.369
LL,MiddleEarth,near AT001,live oak,2380,8/18/2022,pre-dawn,1.459
LL,MiddleEarth,near AT001,live oak,2380,8/18/2022,pre-dawn,1.321
LL,MiddleEarth,near AT001,live oak,2380,8/18/2022,pre-dawn,1.371
LL,MiddleEarth,near AT001,live oak,2380,8/18/2022,midday,3.165
LL,MiddleEarth,near AT001,live oak,2380,8/18/2022,midday,3.1
LL,Hobbiton,AT002,blue oak,2343,8/18/2022,pre-dawn,3.071
LL,Hobbiton,AT002,blue oak,2343,8/18/2022,pre-dawn,3.099
LL,Hobbiton,AT002,blue oak,2343,8/18/2022,midday,4.022
LL,Hobbiton,AT002,blue oak,2343,8/18/2022,midday,3.769
LL,Hobbiton,AT002,blue oak,2343,8/18/2022,midday,4.216
LL,Hobbiton,AT002,live oak,2345,8/18/2022,pre-dawn,1.502
LL,Hobbiton,AT002,live oak,2345,8/18/2022,pre-dawn,1.802
LL,Hobbiton,AT002,live oak,2345,8/18/2022,pre-dawn,1.833
LL,Hobbiton,AT002,live oak,2345,8/18/2022,pre-dawn,3.756
LL,Hobbiton,AT002,live oak,2345,8/18/2022,pre-dawn,4.436
LL,Hobbiton,AT002,live oak,2345,8/18/2022,pre-dawn,4.31
LL,Hobbiton,AT002,live oak,2345,8/18/2022,midday,2.502
LL,Hobbiton,AT002,live oak,2345,8/18/2022,midday,2.567
LL,Hobbiton,AT002,live oak,2345,8/18/2022,midday,2.264
LL,Hobbiton,AT002,blue oak,2346,8/18/2022,midday,5.103
LL,Hobbiton,AT002,blue oak,2346,8/18/2022,midday,5.121
LL,Hobbiton,AT002,blue oak,2347,8/18/2022,pre-dawn,3.991
LL,Hobbiton,AT002,blue oak,2347,8/18/2022,midday,4.402
LL,Hobbiton,AT002,blue oak,2347,8/18/2022,midday,4.511
LL,Hobbiton,near AT002,blue oak,2375,8/18/2022,pre-dawn,3.036
LL,Hobbiton,near AT002,blue oak,2375,8/18/2022,pre-dawn,3.302
LL,Hobbiton,near AT002,blue oak,2375,8/18/2022,pre-dawn,3.003
LL,Hobbiton,near AT002,blue oak,2375,8/18/2022,midday,3.789
LL,Hobbiton,near AT002,blue oak,2375,8/18/2022,midday,4.158
LL,Hobbiton,near AT002,blue oak,2375,8/18/2022,midday,4.531
LL,Hobbiton,near AT002,blue oak,2375,8/18/2022,midday,4.128
LL,Ridge,AT003,blue oak,2330,8/18/2022,pre-dawn,3.01
LL,Ridge,AT003,blue oak,2330,8/18/2022,pre-dawn,2.621
LL,Ridge,AT003,blue oak,2330,8/18/2022,pre-dawn,2.926
LL,Ridge,AT003,live oak,2331,8/18/2022,midday,4.887
LL,Ridge,AT003,live oak,2331,8/18/2022,midday,3.816
LL,Ridge,AT003,live oak,2331,8/18/2022,midday,3.501
LL,Ridge,AT003,live oak,2331,8/18/2022,midday,3.275
LL,Hobbiton,AT004,live oak,2301,8/18/2022,pre-dawn,2.478
LL,Hobbiton,AT004,live oak,2301,8/18/2022,pre-dawn,2.694
LL,Hobbiton,AT004,live oak,2301,8/18/2022,pre-dawn,3.128
LL,Hobbiton,AT004,live oak,2301,8/18/2022,pre-dawn,2.842
LL,Hobbiton,AT004,live oak,2301,8/18/2022,midday,3.416
LL,Hobbiton,AT004,live oak,2301,8/18/2022,midday,3.711
LL,Hobbiton,AT004,live oak,2301,8/18/2022,midday,4.02
LL,Hobbiton,AT004,live oak,2301,8/18/2022,midday,3.816
LL,Hobbiton,AT004,live oak,2301,8/18/2022,midday,3.844
LL,Weathertop,B1,blue oak,2370,8/18/2022,pre-dawn,3.688
LL,Weathertop,B1,blue oak,2370,8/18/2022,pre-dawn,3.8
LL,Weathertop,B1,blue oak,2370,8/18/2022,midday,4.729
LL,Weathertop,B1,blue oak,2370,8/18/2022,midday,5.09
LL,Weathertop,B1,blue oak,2370,8/18/2022,midday,4.432
LL,Weathertop,B1,blue oak,2370,8/18/2022,midday,4.946
LL,Weathertop,B2,blue oak,2371,8/18/2022,pre-dawn,2.751
LL,Weathertop,B2,blue oak,2371,8/18/2022,pre-dawn,3.172
LL,Weathertop,B2,blue oak,2371,8/18/2022,pre-dawn,3.02
LL,Weathertop,B2,blue oak,2371,8/18/2022,pre-dawn,3
LL,Weathertop,B2,blue oak,2371,8/18/2022,midday,4.765
LL,Weathertop,B2,blue oak,2371,8/18/2022,midday,4.675
LL,Weathertop,B3,blue oak,2372,8/18/2022,pre-dawn,3.614
LL,Weathertop,B3,blue oak,2372,8/18/2022,pre-dawn,3.621
LL,Weathertop,B3,blue oak,2372,8/18/2022,midday,4.743
LL,Weathertop,B3,blue oak,2372,8/18/2022,midday,5.184
LL,Weathertop,B3,blue oak,2372,8/18/2022,midday,5
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,8/18/2022,pre-dawn,3.881
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,8/18/2022,pre-dawn,3.663
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,8/18/2022,pre-dawn,3.948
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,8/18/2022,midday,4.443
LL,Weathertop,ExtraBlueHilltop,blue oak,2381,8/18/2022,midday,4.871
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,8/18/2022,pre-dawn,3.528
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,8/18/2022,pre-dawn,3.241
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,8/18/2022,pre-dawn,3.234
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,8/18/2022,midday,4.339
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,8/18/2022,midday,4.501
LL,Weathertop,ExtraBlueHilltop,blue oak,2382,8/18/2022,midday,4.5
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,8/18/2022,pre-dawn,3.188
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,8/18/2022,pre-dawn,3.187
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,8/18/2022,midday,4.646
LL,Weathertop,ExtraBlueHilltop,blue oak,2383,8/18/2022,midday,4.621
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,8/18/2022,pre-dawn,3.72
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,8/18/2022,pre-dawn,3.804
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,8/18/2022,pre-dawn,4.128
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,8/18/2022,midday,5.177
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,8/18/2022,midday,4.916
LL,Weathertop,ExtraBlueHilltop,blue oak,2384,8/18/2022,midday,5.189
LL,Weathertop,,blue oak,2011,8/18/2022,pre-dawn,3.531
LL,Weathertop,,blue oak,2011,8/18/2022,pre-dawn,3.738
LL,Weathertop,,blue oak,2011,8/18/2022,pre-dawn,3.554
LL,Weathertop,,blue oak,2011,8/18/2022,midday,4.293
LL,Weathertop,,blue oak,2011,8/18/2022,midday,4.264
LL,Weathertop,RT,blue oak,2010,8/18/2022,pre-dawn,2.765
LL,Weathertop,RT,blue oak,2010,8/18/2022,pre-dawn,3.36
